MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932815,0.0050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,67.6050000,-0.0067003,0.0020800,-0.0058317
MsgID.LOCAL_VELOCITY,67.6050000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7932828,0.0150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,67.8550000,0.1385212,0.0464316,-0.0155572
MsgID.LOCAL_VELOCITY,67.8550000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957494,37.7932819,0.0190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,68.1060000,0.0443413,0.1834186,-0.0192466
MsgID.LOCAL_VELOCITY,68.1060000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932806,0.0180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,68.3560000,-0.0975365,0.1246315,-0.0179957
MsgID.LOCAL_VELOCITY,68.3560000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932826,0.0130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,68.6060000,0.1238464,0.0032079,-0.0129921
MsgID.LOCAL_VELOCITY,68.6060000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932821,0.0070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,68.8560000,0.0637115,-0.0226829,-0.0074520
MsgID.LOCAL_VELOCITY,68.8560000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932821,0.0000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,69.1060000,0.0682387,-0.0343244,-0.0003899
MsgID.LOCAL_VELOCITY,69.1060000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957531,37.7932830,-0.0050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,69.3560000,0.1694035,-0.1466211,0.0051483
MsgID.LOCAL_VELOCITY,69.3560000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957503,37.7932818,-0.0070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,69.6060000,0.0367225,0.1028386,0.0074232
MsgID.LOCAL_VELOCITY,69.6060000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932814,-0.0020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,69.8560000,-0.0094102,0.0146321,0.0027437
MsgID.LOCAL_VELOCITY,69.8560000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7932815,0.0120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,70.1070000,0.0033308,-0.1109928,-0.0129347
MsgID.LOCAL_VELOCITY,70.1070000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932804,0.0370000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,70.3570000,-0.1196360,0.1273117,-0.0381018
MsgID.LOCAL_VELOCITY,70.3570000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957497,37.7932803,0.0750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,70.6070000,-0.1403515,0.1539889,-0.0758395
MsgID.LOCAL_VELOCITY,70.6070000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932808,0.1140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,70.8570000,-0.0759286,-0.0027836,-0.1144584
MsgID.LOCAL_VELOCITY,70.8570000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957506,37.7932828,0.1560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,71.1070000,0.1415674,0.0808698,-0.1568864
MsgID.LOCAL_VELOCITY,71.1070000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7932819,0.1890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,71.3570000,0.0385658,0.0484908,-0.1899863
MsgID.LOCAL_VELOCITY,71.3570000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932824,0.2170000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,71.6070000,0.0949172,0.0021006,-0.2175522
MsgID.LOCAL_VELOCITY,71.6070000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932834,0.2320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,71.8580000,0.2045803,0.0017902,-0.2328183
MsgID.LOCAL_VELOCITY,71.8580000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932828,0.2410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,72.1080000,0.1459071,0.0020696,-0.2411096
MsgID.LOCAL_VELOCITY,72.1080000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932817,0.2430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,72.3580000,0.0253203,0.0010658,-0.2437362
MsgID.LOCAL_VELOCITY,72.3580000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957528,37.7932803,0.2430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,72.6080000,-0.1315427,-0.1179571,-0.2438607
MsgID.LOCAL_VELOCITY,72.6080000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957526,37.7932816,0.2420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,72.8580000,0.0061765,-0.1009035,-0.2428504
MsgID.LOCAL_VELOCITY,72.8580000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957516,37.7932809,0.2400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,73.1080000,-0.0663373,-0.0079783,-0.2408045
MsgID.LOCAL_VELOCITY,73.1080000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957522,37.7932811,0.2370000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,73.3580000,-0.0454278,-0.0625227,-0.2374407
MsgID.LOCAL_VELOCITY,73.3580000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957524,37.7932829,0.2300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,73.6090000,0.1576068,-0.0769272,-0.2305270
MsgID.LOCAL_VELOCITY,73.6090000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957535,37.7932831,0.2190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,73.8590000,0.1803595,-0.1777065,-0.2190653
MsgID.LOCAL_VELOCITY,73.8590000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7932825,0.1970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,74.1090000,0.1031762,-0.1056429,-0.1975425
MsgID.LOCAL_VELOCITY,74.1090000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932813,0.1670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,74.3590000,-0.0185294,-0.0030630,-0.1679646
MsgID.LOCAL_VELOCITY,74.3590000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932812,0.1240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,74.6090000,-0.0358688,0.0020696,-0.1246633
MsgID.LOCAL_VELOCITY,74.6090000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932807,0.0790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,74.8590000,-0.0923237,-0.0476112,-0.0794555
MsgID.LOCAL_VELOCITY,74.8590000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957531,37.7932819,0.0300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,75.1090000,0.0431771,-0.1437547,-0.0307101
MsgID.LOCAL_VELOCITY,75.1090000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932831,-0.0070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,75.3600000,0.1760004,-0.0158635,0.0075744
MsgID.LOCAL_VELOCITY,75.3600000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957518,37.7932831,-0.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,75.6100000,0.1716090,-0.0259114,0.0367015
MsgID.LOCAL_VELOCITY,75.6100000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932819,-0.0470000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,75.8600000,0.0461586,0.0153047,0.0474062
MsgID.LOCAL_VELOCITY,75.8600000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932804,-0.0390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,76.1100000,-0.1296219,0.0076161,0.0390747
MsgID.LOCAL_VELOCITY,76.1100000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957531,37.7932802,-0.0130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,76.3600000,-0.1419425,-0.1440651,0.0135842
MsgID.LOCAL_VELOCITY,76.3600000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932811,0.0290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,76.6100000,-0.0413791,-0.0492152,-0.0294881
MsgID.LOCAL_VELOCITY,76.6100000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932820,0.0780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,76.8600000,0.0560669,0.0020696,-0.0785901
MsgID.LOCAL_VELOCITY,76.8600000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932815,0.1340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,77.1100000,-0.0001552,0.0146321,-0.1345849
MsgID.LOCAL_VELOCITY,77.1100000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957499,37.7932804,0.1790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,77.3600000,-0.1245190,0.1421093,-0.1793465
MsgID.LOCAL_VELOCITY,77.3600000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7932806,0.2200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,77.6100000,-0.1051423,0.0516056,-0.2201772
MsgID.LOCAL_VELOCITY,77.6100000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957522,37.7932820,0.2450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,77.8610000,0.0569658,-0.0602565,-0.2451935
MsgID.LOCAL_VELOCITY,77.8610000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957525,37.7932829,0.2620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,78.1110000,0.1588033,-0.0923561,-0.2626110
MsgID.LOCAL_VELOCITY,78.1110000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957526,37.7932816,0.2690000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,78.3610000,0.0088670,-0.0944878,-0.2692639
MsgID.LOCAL_VELOCITY,78.3610000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957536,37.7932809,0.2660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,78.6110000,-0.0685750,-0.1845362,-0.2668374
MsgID.LOCAL_VELOCITY,78.6110000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932830,0.2560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,78.8610000,0.1610863,-0.1221894,-0.2564963
MsgID.LOCAL_VELOCITY,78.8610000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957528,37.7932818,0.2370000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,79.1110000,0.0348599,-0.1151010,-0.2375560
MsgID.LOCAL_VELOCITY,79.1110000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957504,37.7932806,0.2170000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,79.3610000,-0.0981122,0.0957916,-0.2173855
MsgID.LOCAL_VELOCITY,79.3610000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932808,0.1930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,79.6110000,-0.0819175,0.0298333,-0.1938168
MsgID.LOCAL_VELOCITY,79.6110000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7932815,0.1750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,79.8610000,0.0027034,0.0556620,-0.1750993
MsgID.LOCAL_VELOCITY,79.8610000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957495,37.7932817,0.1570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,80.1110000,0.0188463,0.1798486,-0.1578746
MsgID.LOCAL_VELOCITY,80.1110000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7932814,0.1470000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,80.3610000,-0.0087441,0.0452001,-0.1475498
MsgID.LOCAL_VELOCITY,80.3610000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957522,37.7932805,0.1410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,80.6110000,-0.1126252,-0.0668792,-0.1415753
MsgID.LOCAL_VELOCITY,80.6110000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957531,37.7932821,0.1400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,80.8610000,0.0666283,-0.1433614,-0.1408999
MsgID.LOCAL_VELOCITY,80.8610000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932824,0.1430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,81.1110000,0.0965147,0.0222689,-0.1436118
MsgID.LOCAL_VELOCITY,81.1110000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932817,0.1450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,81.3610000,0.0219443,0.0155220,-0.1459820
MsgID.LOCAL_VELOCITY,81.3610000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932830,0.1430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,81.6110000,0.1701990,0.0020696,-0.1430511
